,Date,open,high,low,close,V,Hour
155,2018-10-26 18:00:00,32262,32262,32224,32252,7,18
156,2018-10-26 19:00:00,32252,32280,32252,32270,24,19
157,2018-10-26 20:00:00,32270,32455,32270,32365,266,20
158,2018-10-26 21:00:00,32365,32370,32297,32305,30,21
159,2018-10-26 22:00:00,32305,32305,32160,32180,163,22
160,2018-10-26 23:00:00,32180,32210,32176,32193,6,23
161,2018-10-29 10:00:00,32217,32223,32215,32221,25,10
162,2018-10-29 11:00:00,32221,32259,32221,32259,7,11
163,2018-10-29 12:00:00,32259,32259,32193,32193,7,12
164,2018-10-29 13:00:00,32193,32213,32184,32200,15,13
165,2018-10-29 14:00:00,32200,32200,32130,32175,19,14
166,2018-10-29 15:00:00,32175,32185,32151,32185,9,15
167,2018-10-29 16:00:00,32185,32185,32165,32165,2,16
168,2018-10-29 17:00:00,32165,32179,32162,32170,5,17
169,2018-10-29 18:00:00,32170,32190,32170,32180,5,18
170,2018-10-29 19:00:00,32180,32180,32180,32180,0,19
171,2018-10-29 20:00:00,32180,32204,32162,32162,7,20
172,2018-10-29 21:00:00,32162,32171,32162,32170,13,21
173,2018-10-29 22:00:00,32170,32170,32090,32134,17,22
174,2018-10-29 23:00:00,32134,32160,32134,32160,10,23
175,2018-10-30 11:00:00,32175,32175,32150,32150,4,11
176,2018-10-30 12:00:00,32150,32151,32100,32110,6,12
177,2018-10-30 13:00:00,32110,32110,32042,32042,21,13
178,2018-10-30 14:00:00,32042,32080,32042,32080,25,14
179,2018-10-30 15:00:00,32080,32110,32028,32028,38,15
180,2018-10-30 16:00:00,32028,32061,32028,32061,1,16
181,2018-10-30 17:00:00,32061,32085,32061,32085,7,17
182,2018-10-30 18:00:00,32085,32136,32085,32136,6,18
183,2018-10-30 19:00:00,32136,32136,32066,32090,2,19
184,2018-10-30 20:00:00,32090,32120,32088,32120,5,20
185,2018-10-30 21:00:00,32120,32120,32066,32079,7,21
186,2018-10-30 22:00:00,32079,32083,32059,32083,3,22
187,2018-10-30 23:00:00,32083,32116,32070,32070,4,23
188,2018-10-31 10:00:00,32120,32130,32091,32099,23,10
189,2018-10-31 11:00:00,32099,32130,32099,32106,9,11
190,2018-10-31 12:00:00,32106,32106,32022,32048,28,12
191,2018-10-31 13:00:00,32048,32054,32015,32016,15,13
192,2018-10-31 14:00:00,32016,32059,32000,32000,43,14
193,2018-10-31 15:00:00,32000,32063,32000,32063,28,15
194,2018-10-31 16:00:00,32063,32082,32063,32082,2,16
195,2018-10-31 17:00:00,32082,32090,32025,32036,6,17
196,2018-10-31 18:00:00,32036,32092,31999,32040,65,18
197,2018-10-31 19:00:00,32040,32040,31969,31986,20,19
198,2018-10-31 20:00:00,31986,32029,31986,32029,3,20
199,2018-10-31 21:00:00,32029,32072,32020,32040,8,21
200,2018-10-31 22:00:00,32040,32058,32004,32004,8,22
201,2018-10-31 23:00:00,32004,32021,31989,31995,25,23
202,2018-11-01 10:00:00,32021,32035,32008,32008,51,10
203,2018-11-01 11:00:00,32008,32055,31990,32036,101,11
204,2018-11-01 12:00:00,32036,32100,32036,32070,48,12
205,2018-11-01 13:00:00,32070,32108,32065,32090,71,13
206,2018-11-01 14:00:00,32090,32113,32050,32073,55,14
207,2018-11-01 15:00:00,32073,32075,32040,32058,46,15
208,2018-11-01 16:00:00,32058,32058,31992,32025,16,16
209,2018-11-01 17:00:00,32025,32135,32025,32120,51,17
210,2018-11-01 18:00:00,32120,32127,32095,32109,33,18
211,2018-11-01 19:00:00,32109,32120,32085,32120,25,19
212,2018-11-01 20:00:00,32120,32125,32070,32075,80,20
213,2018-11-01 21:00:00,32075,32084,32070,32084,2,21
214,2018-11-01 22:00:00,32084,32150,32084,32150,22,22
215,2018-11-01 23:00:00,32150,32181,32120,32120,31,23
216,2018-11-02 10:00:00,32078,32078,31950,31971,120,10
217,2018-11-02 11:00:00,31971,32002,31970,31973,71,11
218,2018-11-02 12:00:00,31973,31973,31895,31930,61,12
219,2018-11-02 13:00:00,31930,31945,31930,31939,2,13
220,2018-11-02 14:00:00,31939,31955,31920,31955,7,14
221,2018-11-02 15:00:00,31955,31955,31900,31909,6,15
222,2018-11-02 16:00:00,31909,31914,31890,31891,63,16
223,2018-11-02 17:00:00,31891,31925,31880,31925,65,17
224,2018-11-02 18:00:00,31925,31949,31855,31949,152,18
225,2018-11-02 19:00:00,31949,31960,31922,31960,20,19
226,2018-11-02 20:00:00,31960,31962,31908,31955,40,20
227,2018-11-02 21:00:00,31955,31989,31932,31932,11,21
228,2018-11-02 22:00:00,31932,32007,31932,31975,142,22
229,2018-11-02 23:00:00,31975,32004,31975,32004,12,23
230,2018-11-05 10:00:00,31988,31998,31956,31978,265,10
231,2018-11-05 11:00:00,31978,32050,31978,32050,12,11
232,2018-11-05 12:00:00,32050,32068,32030,32030,51,12
233,2018-11-05 13:00:00,32030,32075,32030,32042,14,13
234,2018-11-05 14:00:00,32042,32065,32042,32046,3,14
235,2018-11-05 15:00:00,32046,32054,32046,32054,1,15
236,2018-11-05 16:00:00,32054,32070,32045,32045,9,16
237,2018-11-05 17:00:00,32045,32066,32035,32040,19,17
238,2018-11-05 18:00:00,32040,32048,31975,31975,52,18
239,2018-11-05 19:00:00,31975,31988,31970,31980,18,19
240,2018-11-05 20:00:00,31980,32030,31980,32014,22,20
241,2018-11-05 21:00:00,32014,32014,31975,31981,10,21
242,2018-11-05 22:00:00,31981,31990,31975,31978,26,22
243,2018-11-05 23:00:00,31978,32000,31938,31952,23,23
244,2018-11-06 10:00:00,31975,31980,31955,31960,102,10
245,2018-11-06 11:00:00,31960,31990,31960,31981,14,11
246,2018-11-06 12:00:00,31981,31987,31977,31987,29,12
247,2018-11-06 13:00:00,31987,32051,31979,32049,41,13
248,2018-11-06 14:00:00,32049,32088,32040,32076,20,14
249,2018-11-06 15:00:00,32076,32095,32075,32095,26,15
250,2018-11-06 16:00:00,32095,32127,32085,32085,28,16
251,2018-11-06 17:00:00,32085,32120,32085,32093,28,17
252,2018-11-06 18:00:00,32093,32098,32065,32065,7,18
253,2018-11-06 19:00:00,32065,32080,32000,32005,25,19
254,2018-11-06 20:00:00,32005,32012,31968,31968,23,20
255,2018-11-06 21:00:00,31968,31968,31913,31941,92,21
256,2018-11-06 22:00:00,31941,31941,31900,31930,97,22
257,2018-11-06 23:00:00,31930,31930,31905,31926,28,23
258,2018-11-07 17:00:00,31875,31900,31830,31859,143,17
259,2018-11-07 18:00:00,31859,31888,31850,31875,29,18
260,2018-11-08 17:00:00,31600,31635,31569,31635,342,17
261,2018-11-08 18:00:00,31635,31635,31597,31635,104,18
262,2018-11-08 19:00:00,31635,31635,31510,31592,171,19
263,2018-11-08 20:00:00,31592,31620,31587,31616,16,20
264,2018-11-08 21:00:00,31616,31675,31585,31675,97,21
265,2018-11-08 22:00:00,31675,31675,31644,31650,34,22
266,2018-11-08 23:00:00,31650,31685,31640,31674,15,23
267,2018-11-09 10:00:00,31610,31635,31600,31635,72,10
268,2018-11-09 11:00:00,31635,31635,31601,31607,5,11
269,2018-11-09 12:00:00,31607,31630,31590,31630,44,12
270,2018-11-09 13:00:00,31630,31630,31595,31614,7,13
271,2018-11-09 14:00:00,31614,31623,31571,31623,15,14
272,2018-11-09 15:00:00,31623,31623,31560,31560,5,15
273,2018-11-09 16:00:00,31560,31560,31516,31516,55,16
274,2018-11-09 17:00:00,31516,31520,31501,31501,33,17
275,2018-11-09 18:00:00,31501,31531,31416,31437,53,18
276,2018-11-09 19:00:00,31437,31437,31241,31290,147,19
277,2018-11-09 20:00:00,31290,31300,31251,31270,97,20
278,2018-11-09 21:00:00,31270,31341,31270,31295,18,21
279,2018-11-09 22:00:00,31295,31332,31272,31332,5,22
280,2018-11-09 23:00:00,31332,31332,31273,31280,25,23
281,2018-11-12 10:00:00,31400,31437,31392,31415,92,10
282,2018-11-12 11:00:00,31415,31425,31393,31397,20,11
283,2018-11-12 12:00:00,31397,31410,31383,31400,33,12
284,2018-11-12 13:00:00,31400,31412,31352,31390,13,13
285,2018-11-12 14:00:00,31390,31400,31365,31385,41,14
286,2018-11-12 15:00:00,31385,31410,31376,31381,22,15
287,2018-11-12 16:00:00,31381,31390,31334,31377,83,16
288,2018-11-12 17:00:00,31377,31426,31376,31402,78,17
289,2018-11-12 18:00:00,31402,31409,31326,31350,104,18
290,2018-11-12 19:00:00,31350,31392,31332,31360,74,19
291,2018-11-12 20:00:00,31360,31363,31262,31278,51,20
292,2018-11-12 21:00:00,31278,31344,31250,31344,10,21
293,2018-11-12 22:00:00,31344,31344,31344,31344,0,22
294,2018-11-12 23:00:00,31344,31344,31280,31320,61,23
295,2018-11-13 10:00:00,31200,31206,31151,31179,125,10
296,2018-11-13 11:00:00,31179,31192,31145,31152,31,11
297,2018-11-13 12:00:00,31152,31190,31136,31150,39,12
298,2018-11-13 13:00:00,31150,31152,31128,31150,43,13
299,2018-11-13 14:00:00,31150,31160,31104,31120,55,14
300,2018-11-13 15:00:00,31120,31120,31015,31045,89,15
301,2018-11-13 16:00:00,31045,31086,31025,31080,20,16
302,2018-11-13 17:00:00,31080,31091,31050,31091,24,17
303,2018-11-13 18:00:00,31091,31140,31078,31110,40,18
304,2018-11-13 19:00:00,31110,31111,31075,31100,9,19
305,2018-11-13 20:00:00,31100,31100,31050,31070,8,20
306,2018-11-13 21:00:00,31070,31075,31050,31050,4,21
307,2018-11-13 22:00:00,31050,31074,31049,31049,11,22
308,2018-11-13 23:00:00,31049,31068,31031,31060,16,23
309,2018-11-14 10:00:00,31000,31000,30921,30921,122,10
310,2018-11-14 11:00:00,30921,30933,30901,30910,39,11
311,2018-11-14 12:00:00,30910,30963,30910,30929,19,12
312,2018-11-14 13:00:00,30929,30935,30919,30930,24,13
313,2018-11-14 14:00:00,30930,30935,30892,30918,21,14
314,2018-11-14 15:00:00,30918,30927,30885,30899,36,15
315,2018-11-14 16:00:00,30899,30931,30899,30910,29,16
316,2018-11-14 17:00:00,30910,30936,30895,30928,18,17
317,2018-11-14 18:00:00,30928,30960,30915,30915,33,18
318,2018-11-14 19:00:00,30915,30925,30872,30875,28,19
319,2018-11-14 20:00:00,30875,30920,30875,30920,7,20
320,2018-11-14 21:00:00,30920,30952,30913,30952,14,21
321,2018-11-14 22:00:00,30952,30977,30942,30967,7,22
322,2018-11-14 23:00:00,30967,31103,30967,31096,37,23
323,2018-11-15 10:00:00,31128,31138,31102,31120,75,10
324,2018-11-15 11:00:00,31120,31150,31120,31150,13,11
325,2018-11-15 12:00:00,31150,31170,31120,31120,48,12
326,2018-11-15 13:00:00,31120,31156,31095,31110,81,13
327,2018-11-15 14:00:00,31110,31137,31088,31137,10,14
328,2018-11-15 15:00:00,31137,31164,31100,31100,7,15
329,2018-11-15 16:00:00,31100,31100,31018,31040,21,16
330,2018-11-15 17:00:00,31040,31067,31000,31000,39,17
331,2018-11-15 18:00:00,31000,31024,30968,31011,19,18
332,2018-11-15 19:00:00,31011,31150,31011,31076,26,19
333,2018-11-15 20:00:00,31076,31100,31055,31100,12,20
334,2018-11-15 21:00:00,31100,31120,31050,31065,8,21
335,2018-11-15 22:00:00,31065,31094,31065,31094,1,22
336,2018-11-15 23:00:00,31094,31094,31036,31083,30,23
337,2018-11-16 10:00:00,31105,31143,31100,31143,48,10
338,2018-11-16 11:00:00,31143,31143,31080,31101,9,11
339,2018-11-16 12:00:00,31101,31101,31080,31080,2,12
340,2018-11-16 13:00:00,31080,31129,31065,31129,12,13
341,2018-11-16 14:00:00,31129,31129,31099,31101,3,14
342,2018-11-16 15:00:00,31101,31120,31100,31115,32,15
343,2018-11-16 16:00:00,31115,31160,31115,31136,14,16
344,2018-11-16 17:00:00,31136,31142,31132,31142,9,17
345,2018-11-16 18:00:00,31142,31221,31106,31221,51,18
346,2018-11-16 19:00:00,31221,31380,31221,31380,349,19
347,2018-11-16 20:00:00,31380,31388,31300,31307,181,20
348,2018-11-16 21:00:00,31307,31307,31250,31250,69,21
349,2018-11-16 22:00:00,31250,31274,31243,31259,83,22
350,2018-11-16 23:00:00,31259,31292,31245,31275,75,23
351,2018-11-19 10:00:00,31275,31296,31242,31242,98,10
352,2018-11-19 11:00:00,31242,31252,31200,31222,78,11
353,2018-11-19 12:00:00,31222,31222,31193,31206,11,12
354,2018-11-19 13:00:00,31206,31220,31174,31190,30,13
355,2018-11-19 14:00:00,31190,31190,31113,31115,53,14
356,2018-11-19 15:00:00,31115,31140,31087,31130,40,15
357,2018-11-19 16:00:00,31130,31164,31130,31164,24,16
358,2018-11-19 17:00:00,31164,31165,31126,31137,35,17
359,2018-11-19 18:00:00,31137,31170,31117,31157,25,18
360,2018-11-19 19:00:00,31157,31157,31065,31065,46,19
361,2018-11-19 20:00:00,31065,31096,31025,31086,123,20
362,2018-11-19 21:00:00,31086,31117,31071,31116,25,21
363,2018-11-19 22:00:00,31120,31130,31106,31106,16,22
364,2018-11-19 23:00:00,31106,31150,31106,31136,26,23
365,2018-11-20 10:00:00,31050,31069,31039,31059,75,10
366,2018-11-20 11:00:00,31059,31074,31059,31070,11,11
367,2018-11-20 12:00:00,31070,31128,31070,31128,11,12
368,2018-11-20 13:00:00,31128,31138,31100,31138,56,13
369,2018-11-20 14:00:00,31138,31166,31113,31149,91,14
370,2018-11-20 15:00:00,31149,31149,31097,31130,62,15
371,2018-11-20 16:00:00,31130,31130,31095,31129,18,16
372,2018-11-20 17:00:00,31129,31167,31108,31150,15,17
373,2018-11-20 18:00:00,31150,31211,31150,31211,18,18
374,2018-11-20 19:00:00,31211,31242,31140,31140,23,19
375,2018-11-20 20:00:00,31140,31175,31100,31109,86,20
376,2018-11-20 21:00:00,31109,31150,31109,31138,26,21
377,2018-11-20 22:00:00,31138,31150,31100,31100,9,22
378,2018-11-20 23:00:00,31100,31100,31045,31065,21,23
379,2018-11-21 10:00:00,31000,31023,30982,31023,90,10
380,2018-11-21 11:00:00,31023,31023,30987,31000,18,11
381,2018-11-21 12:00:00,31000,31012,30995,31011,23,12
382,2018-11-21 13:00:00,31011,31065,31011,31060,59,13
383,2018-11-21 14:00:00,31060,31080,31049,31057,27,14
384,2018-11-21 15:00:00,31057,31073,31051,31060,36,15
385,2018-11-21 16:00:00,31060,31061,31049,31049,13,16
386,2018-11-21 17:00:00,31049,31053,31030,31030,8,17
387,2018-11-21 18:00:00,31030,31068,30995,31007,24,18
388,2018-11-21 19:00:00,31007,31058,31007,31030,22,19
389,2018-11-21 20:00:00,31030,31135,31030,31119,77,20
390,2018-11-21 21:00:00,31119,31119,31065,31065,15,21
391,2018-11-21 22:00:00,31065,31065,31032,31048,8,22
392,2018-11-21 23:00:00,31048,31089,31048,31074,13,23
393,2018-11-22 10:00:00,31084,31085,31070,31073,77,10
394,2018-11-22 11:00:00,31073,31120,31073,31116,54,11
395,2018-11-22 12:00:00,31116,31117,31065,31086,31,12
396,2018-11-22 13:00:00,31086,31099,31040,31048,22,13
397,2018-11-22 14:00:00,31048,31068,31035,31067,11,14
398,2018-11-22 15:00:00,31067,31078,31037,31037,24,15
399,2018-11-22 16:00:00,31037,31041,30930,30934,256,16
400,2018-11-22 17:00:00,30934,30978,30915,30925,70,17
401,2018-11-22 18:00:00,30925,30954,30894,30902,51,18
402,2018-11-22 19:00:00,30902,30940,30902,30911,57,19
403,2018-11-22 20:00:00,30911,30960,30905,30905,39,20
404,2018-11-22 21:00:00,30905,30914,30885,30887,19,21
405,2018-11-22 22:00:00,30887,30894,30879,30893,10,22
406,2018-11-22 23:00:00,30893,30895,30813,30831,39,23
407,2018-11-23 17:00:00,30800,30800,30730,30751,187,17
408,2018-11-23 18:00:00,30751,30751,30678,30704,89,18
409,2018-11-23 19:00:00,30704,30765,30650,30765,59,19
410,2018-11-23 20:00:00,30765,30780,30680,30689,138,20
411,2018-11-23 21:00:00,30689,30720,30683,30710,20,21
412,2018-11-23 22:00:00,30710,30732,30691,30703,39,22
413,2018-11-23 23:00:00,30703,30750,30703,30705,50,23
414,2018-11-26 10:00:00,30687,30764,30660,30760,216,10
415,2018-11-26 11:00:00,30760,30800,30755,30790,133,11
416,2018-11-26 12:00:00,30790,30841,30787,30818,158,12
417,2018-11-26 13:00:00,30818,30829,30764,30775,159,13
418,2018-11-26 14:00:00,30775,30801,30760,30782,82,14
419,2018-11-26 15:00:00,30782,30829,30767,30818,135,15
420,2018-11-26 16:00:00,30818,30889,30818,30873,291,16
421,2018-11-26 17:00:00,30873,30876,30840,30840,32,17
422,2018-11-26 18:00:00,30840,30877,30840,30873,72,18
423,2018-11-26 19:00:00,30873,30873,30850,30850,48,19
424,2018-11-26 20:00:00,30850,30850,30795,30813,52,20
425,2018-11-26 21:00:00,30813,30813,30770,30790,21,21
426,2018-11-26 22:00:00,30790,30795,30780,30795,41,22
427,2018-11-26 23:00:00,30795,30795,30755,30755,66,23
428,2018-11-27 10:00:00,30787,30810,30774,30810,168,10
429,2018-11-27 11:00:00,30810,30839,30789,30796,98,11
430,2018-11-27 12:00:00,30796,30810,30785,30810,29,12
431,2018-11-27 13:00:00,30810,30810,30755,30762,82,13
432,2018-11-27 14:00:00,30762,30775,30745,30770,57,14
433,2018-11-27 15:00:00,30770,30830,30735,30827,275,15
434,2018-11-27 16:00:00,30827,30858,30800,30812,224,16
435,2018-11-27 17:00:00,30812,30827,30798,30805,42,17
436,2018-11-27 18:00:00,30805,30840,30803,30833,94,18
437,2018-11-27 19:00:00,30833,30833,30755,30765,70,19
438,2018-11-27 20:00:00,30765,30785,30673,30699,181,20
439,2018-11-27 21:00:00,30699,30704,30570,30581,257,21
440,2018-11-27 22:00:00,30581,30600,30572,30589,85,22
441,2018-11-27 23:00:00,30589,30644,30580,30627,71,23
442,2018-11-28 10:00:00,30564,30568,30518,30529,163,10
443,2018-11-28 11:00:00,30525,30545,30485,30545,171,11
444,2018-11-28 12:00:00,30545,30545,30501,30510,73,12
445,2018-11-28 13:00:00,30510,30537,30508,30530,173,13
446,2018-11-28 14:00:00,30530,30531,30490,30490,223,14
447,2018-11-28 15:00:00,30490,30509,30479,30509,124,15
448,2018-11-28 16:00:00,30509,30510,30492,30508,66,16
449,2018-11-28 17:00:00,30508,30508,30463,30469,134,17
